13:42:57.270 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
13:43:17.670 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
13:43:18.212 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] sentinel-ruoyi-gateway+DEFAULT_GROUP
13:43:18.221 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=sentinel-ruoyi-gateway, group=DEFAULT_GROUP, cnt=1
13:43:18.222 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0
13:43:18.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
13:43:18.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$450/0x0000000800403040
13:43:18.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$451/0x0000000800403440
13:43:18.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
13:43:18.224 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
13:43:18.225 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
13:43:18.367 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1642570998246_180.171.84.128_2052
13:43:18.367 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Notify connected event to listeners.
13:43:18.367 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0] Connected,notify listen context...
13:43:18.367 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
13:43:18.367 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [7f99c523-9c9d-49f4-9e8c-2f0ad76d9333_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
13:43:18.546 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@mall-gateway@@DEFAULT -> []
13:43:18.549 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@mall-gateway@@DEFAULT -> []
13:43:18.883 [boundedElastic-3] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@mall-auth -> [{"ip":"10.200.47.43","port":9200,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-auth","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:18.884 [boundedElastic-3] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@mall-auth -> [{"ip":"10.200.47.43","port":9200,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-auth","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:19.141 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]receive server push request,request=NotifySubscriberRequest,requestId=25
13:43:19.141 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@mall-gateway -> []
13:43:19.141 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@mall-gateway -> []
13:43:19.145 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]ack server push request,request=NotifySubscriberRequest,requestId=25
13:43:19.401 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]receive server push request,request=NotifySubscriberRequest,requestId=26
13:43:19.401 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]ack server push request,request=NotifySubscriberRequest,requestId=26
13:43:21.287 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service mall-gateway with instance Instance{instanceId='null', ip='10.200.47.43', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
13:43:21.303 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP mall-gateway 10.200.47.43:8080 register finished
13:43:21.337 [main] INFO  c.q.g.MallGatewayApplication - [logStarted,61] - Started MallGatewayApplication in 25.934 seconds (JVM running for 29.445)
13:43:21.341 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] mall-gateway+DEFAULT_GROUP
13:43:21.341 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=mall-gateway, group=DEFAULT_GROUP, cnt=1
13:43:21.349 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] mall-gateway-dev.yml+DEFAULT_GROUP
13:43:21.350 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=mall-gateway-dev.yml, group=DEFAULT_GROUP, cnt=1
13:43:21.350 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] mall-gateway.yml+DEFAULT_GROUP
13:43:21.350 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=mall-gateway.yml, group=DEFAULT_GROUP, cnt=1
13:43:21.570 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@mall-gateway@@DEFAULT -> [{"ip":"10.200.47.43","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:21.570 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@mall-gateway@@DEFAULT -> [{"ip":"10.200.47.43","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:21.808 [nacos-grpc-client-executor-16] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]receive server push request,request=NotifySubscriberRequest,requestId=27
13:43:21.809 [nacos-grpc-client-executor-16] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@mall-gateway -> [{"ip":"10.200.47.43","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:21.813 [nacos-grpc-client-executor-16] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@mall-gateway -> [{"ip":"10.200.47.43","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:43:21.820 [nacos-grpc-client-executor-16] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]ack server push request,request=NotifySubscriberRequest,requestId=27
13:44:49.024 [boundedElastic-2] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@mall-system -> [{"ip":"10.200.47.43","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:44:49.025 [boundedElastic-2] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@mall-system -> [{"ip":"10.200.47.43","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:44:49.616 [nacos-grpc-client-executor-39] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]receive server push request,request=NotifySubscriberRequest,requestId=29
13:44:49.617 [nacos-grpc-client-executor-39] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]ack server push request,request=NotifySubscriberRequest,requestId=29
13:48:27.038 [nacos-grpc-client-executor-97] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]receive server push request,request=NotifySubscriberRequest,requestId=31
13:48:27.038 [nacos-grpc-client-executor-97] INFO  c.a.n.client.naming - [isChangedServiceInfo,241] - removed ips(1) service: DEFAULT_GROUP@@mall-auth -> [{"ip":"10.200.47.43","port":9200,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@mall-auth","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
13:48:27.038 [nacos-grpc-client-executor-97] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@mall-auth -> []
13:48:27.044 [nacos-grpc-client-executor-97] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [98c005c7-9fdb-45f0-8334-04d07af2b32c]ack server push request,request=NotifySubscriberRequest,requestId=31
13:48:29.216 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,90] - De-registering from Nacos Server now...
13:48:29.216 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [deregisterService,136] - [DEREGISTER-SERVICE] public deregistering service mall-gateway with instance: Instance{instanceId='null', ip='10.200.47.43', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
13:48:29.227 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,110] - De-registration finished.
13:48:29.229 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,256] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
13:48:29.229 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,140] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
13:48:29.230 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,142] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
13:48:29.230 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,258] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
13:48:29.230 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,176] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
13:48:29.230 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,130] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
13:48:29.532 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,132] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
13:48:29.532 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,188] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
13:48:29.533 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,193] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
13:48:29.533 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,519] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
13:48:29.533 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,162] - com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown begin
13:48:29.533 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,164] - com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown stop
13:48:29.533 [SpringApplicationShutdownHook] INFO  c.a.n.c.i.CredentialWatcher - [stop,105] - [null] CredentialWatcher is stopped
13:48:29.534 [SpringApplicationShutdownHook] INFO  c.a.n.c.i.CredentialService - [free,99] - [null] CredentialService is freed
13:48:29.534 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,523] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
13:48:29.534 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,461] - Shutdown rpc client ,set status to shutdown
13:48:29.534 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,463] - Shutdown  client event executor java.util.concurrent.ScheduledThreadPoolExecutor@2f7fb8c2[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
13:48:29.535 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,465] - Close current connection 1642570997216_180.171.84.128_2051
13:48:29.539 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,83] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@44613b50[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 100]
13:48:29.540 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,251] - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@44e79f3f[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 103]
13:48:29.541 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,182] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
15:43:08.028 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
15:43:08.357 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:/Users/weizhao/nacos/config
15:43:08.359 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0
15:43:08.385 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
15:43:08.403 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 4 keys and 9 values 
15:43:08.412 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 3 keys and 10 values 
15:43:08.504 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 90 ms to scan 204 urls, producing 0 keys and 0 values 
15:43:08.511 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 6 ms to scan 1 urls, producing 1 keys and 5 values 
15:43:08.520 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 7 values 
15:43:08.528 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 2 keys and 8 values 
15:43:08.618 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 88 ms to scan 204 urls, producing 0 keys and 0 values 
15:43:08.619 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
15:43:08.619 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/1605988985
15:43:08.619 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$336/1134202713
15:43:08.620 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
15:43:08.620 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
15:43:08.636 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
15:43:08.867 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
15:43:08.870 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
15:43:08.872 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b56ebde7-6457-4019-a0f8-f7cdf680a1f5_config-0] try to re connect to a new server ,server is  not appointed,will choose a random server.
